BSAA,BSBA,BSCA,PYEA,BSFA,BSGA,PLHA,PRHA,PTHA,PFNA,PLNA,BSPA,BSSA,BSTA,PSTA,BSWA,PLBB,PRBB,PLCB,PRCB,PLFB,PRFB,PKAC,PACC,PMPC,PPRC,RCHD,PGID,TGID,POID,PUND,PHPD,PSPD,PRSD,PGHE,PUHE,PPOE,PBRE,PEYE,TRAF,PPBF,PBSH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PPRI,PINJ,PBAK,PTAK,PPBK,PRBK,PNEK,PFLK,PFMK,PTRK,PBTK,PTAL,PIBL,PHCL,PLEL,PREL,PLKL,PSPL,PLSL,PHLM,PSTM,PHAN,PJEN,PTEN,PLHN,PRHN,PLKN,PRKN,PLSO,PTHP,PIMP,PJMP,PTYP,PCAR,PSAR,PTAR,PLCR,PJER,PLKR,PKPR,PSPR,PLSR,PRTR,PSTR,POVR,PAWR,PLWR,PRWR,PPBS,PRBS,PDIS,PVIS,RELS,PRNS,PPOS,PPRS,PYRS,BSAT,BSBT,SPCT,BSCT,BSFT,PHGT,BSGT,PWGT,PHIT,BSPT,PKRT,BSST,BSTT,BSWT,PBCV,PMCV,PZCV,PFMV,PJMV,PPMV,PSMV,PESV,PBFW,PLHW,PLTW,PLSY,PSTY,sgmp
3,6,6,0,6,6,3,3,40,Jayshaun,Coffman,1,6,6,70,0,0,0,0,0,0,0,30,83,0,63,4175,3264,46,3264,0,0,73,2,218,0,40,0,1,50,59,66,3,3,50,2,2,83,2,71,1,63,50,50,0,0,21,50,50,0,50,2,0,0,0,0,12,5,0,0,94,0,0,0,2,2,1,40,76,69,0,50,50,0,0,0,1,30,0,12,50,76,67,67,11,11,68,72,6,0,50,3,12,63,24,12,17,50,17,17,77,17,137,76,17,50,17,17,0,50,27,22,63,73,76,73,50,64,0,0,0,0,0
7,7,7,0,5,8,3,3,40,Daniel,Foster,1,8,7,70,0,0,0,0,0,0,0,30,89,0,67,2067,3265,46,3265,0,0,72,2,158,0,26,0,0,50,73,68,3,3,59,2,2,89,13,85,1,51,50,50,0,0,21,50,50,0,50,0,0,0,0,0,1,5,106,0,18,0,0,0,1,1,2,40,74,59,0,50,50,0,0,0,0,30,0,1,50,73,67,67,0,0,73,74,6,0,50,5,10,75,60,12,8,50,8,8,75,8,68,73,8,50,8,8,0,50,60,60,75,79,73,79,50,74,0,1,0,0,0
1,9,9,0,9,9,3,3,40,Chris,Everhart,1,9,9,70,0,0,0,0,0,0,0,30,70,0,50,10568,3266,46,3266,0,0,52,0,1,0,34,0,0,40,78,69,4,4,40,2,2,70,14,58,0,70,74,74,0,0,34,50,50,0,74,2,0,0,1,0,0,5,28,0,64,1,0,0,2,2,2,40,72,64,0,50,50,0,0,0,1,30,0,0,30,82,67,67,16,16,86,75,5,0,40,5,7,50,40,16,20,40,20,20,75,20,168,88,20,50,20,20,0,50,40,40,76,62,89,62,52,73,0,1,0,0,0
8,8,8,3,8,8,3,3,40,Cory,McCoy,1,8,8,90,0,0,0,0,0,0,0,30,90,0,70,4461,3267,46,3267,0,0,84,2,174,0,55,0,1,58,32,69,3,3,60,1,1,90,2,79,1,65,39,49,0,0,21,58,60,0,49,0,0,0,0,0,12,5,0,0,2,2,0,0,1,1,1,40,82,78,0,58,48,0,0,0,0,30,0,12,60,65,72,72,14,14,40,31,4,0,64,3,16,85,79,3,2,58,2,2,74,2,22,58,2,86,2,2,0,68,79,79,78,78,58,78,78,35,0,0,0,0,0
7,7,7,0,6,7,3,3,51,E.J.,Horton,1,7,7,93,0,0,0,0,0,0,0,30,87,0,40,10024,3268,46,3268,0,0,82,0,124,0,45,0,1,63,50,40,3,3,65,2,2,87,11,86,1,40,30,30,0,0,21,56,56,0,30,0,0,0,0,0,0,5,0,1,13,1,0,0,2,2,1,53,72,75,0,65,56,0,0,0,0,30,0,0,65,56,66,66,11,11,50,51,5,0,56,3,3,59,40,4,1,63,1,1,72,1,15,40,1,50,1,1,0,69,40,40,40,78,40,78,77,50,0,0,0,0,0
10,10,10,3,5,10,3,3,40,Shane,Simmons,1,10,10,70,0,0,0,0,0,0,0,30,85,0,73,4885,3269,46,3269,0,0,73,2,160,0,46,0,1,50,24,75,3,3,50,2,2,85,6,72,1,75,50,50,0,0,21,50,50,0,50,1,0,0,0,0,0,5,0,0,34,0,0,0,1,1,2,40,78,69,0,50,50,0,0,0,0,30,0,0,50,75,75,75,0,0,48,37,1,0,50,3,10,73,27,9,10,50,10,10,76,10,86,73,10,74,10,10,0,50,27,25,75,74,73,74,50,37,0,0,0,0,0
6,4,3,2,6,4,3,3,40,Kyron,Taylor,1,4,4,70,0,0,0,0,0,0,0,30,79,0,61,2220,3270,46,3270,0,0,69,2,160,0,46,0,0,63,65,61,4,4,65,2,2,79,0,74,0,61,63,65,0,0,21,65,65,0,65,0,10,10,0,0,12,5,0,0,99,0,0,0,1,1,1,40,68,69,0,69,70,0,0,0,0,30,0,12,65,85,68,68,15,15,71,75,3,1,65,3,12,65,50,13,16,63,16,16,74,16,132,85,16,72,16,16,0,69,50,50,61,72,85,72,70,75,0,0,0,0,0
1,9,9,3,9,9,3,3,40,Alex,Mollette,1,9,9,70,0,0,0,0,0,0,0,30,86,0,40,2306,3271,46,3271,0,0,72,2,1,0,55,0,0,40,80,50,4,4,40,2,2,86,18,80,0,50,86,86,0,0,34,50,50,0,86,2,0,0,1,0,0,5,0,0,55,1,0,0,2,2,2,40,82,50,0,50,50,0,0,0,1,30,0,0,30,85,89,89,14,14,86,81,1,0,30,5,7,62,30,16,16,40,16,16,76,16,134,50,16,50,16,16,0,50,30,30,50,76,50,76,50,84,0,0,0,0,0
10,10,10,2,10,10,3,3,40,Steven,Gilmore,1,10,10,90,0,0,0,0,0,0,0,30,92,0,88,10032,3272,46,3272,0,0,88,0,201,0,65,0,0,54,34,62,3,3,69,1,1,92,0,82,1,73,47,57,0,0,17,52,52,0,57,0,0,0,0,0,0,5,0,0,3,1,0,0,1,1,1,40,78,80,0,55,53,0,0,0,0,30,0,0,51,62,86,86,0,0,32,31,3,0,50,1,16,92,92,0,1,54,1,1,74,1,9,62,1,88,1,1,0,54,92,90,56,82,62,82,54,24,0,1,0,0,0
5,5,5,3,5,5,3,3,40,Brian,Cavicante,1,5,5,70,0,0,0,0,0,0,0,30,83,0,80,11566,3273,46,3273,0,0,79,2,189,0,64,0,0,40,42,80,4,4,40,1,1,83,4,74,0,85,50,50,0,0,34,50,50,0,50,0,0,0,0,0,5,5,0,0,16,2,0,0,1,1,2,40,76,60,0,50,50,0,0,0,0,30,0,0,30,66,74,74,0,0,44,38,4,1,30,1,14,80,30,12,6,40,6,6,74,6,53,89,6,66,6,6,0,50,30,30,70,70,85,70,50,39,0,0,0,0,0
8,8,8,3,8,8,3,3,40,Willie,Johnson,1,8,8,92,0,0,0,0,0,0,0,30,97,0,50,2160,3274,46,3274,0,0,95,2,191,0,73,0,1,65,39,65,3,3,65,1,1,97,6,83,1,66,41,51,0,0,33,63,67,0,51,0,0,0,0,0,0,5,0,0,1,2,0,0,1,1,1,40,72,80,0,58,57,0,0,0,0,30,0,0,65,63,78,78,10,10,25,44,6,0,69,3,3,85,76,3,2,65,2,2,72,2,18,65,2,95,2,2,0,67,76,78,87,87,62,87,77,38,0,1,0,0,0
4,4,4,2,6,4,3,3,40,Jamare,Edwards,1,4,4,70,0,0,0,0,0,0,0,30,87,0,79,2071,3275,46,3275,0,0,75,2,128,0,63,0,0,50,71,80,3,3,50,2,2,87,2,69,1,71,50,50,0,0,21,50,50,0,50,2,0,0,0,0,4,5,0,0,9,0,0,0,2,2,2,40,80,69,0,50,50,0,0,0,0,30,0,4,50,80,83,83,0,0,68,72,6,0,50,1,12,79,50,13,14,50,14,14,75,14,115,80,14,50,14,14,0,50,50,50,76,77,80,77,50,72,0,0,0,0,0
1,7,7,3,1,7,3,3,40,Alex,Salguero,1,7,7,70,0,0,0,0,0,0,0,30,83,0,40,2077,3276,46,3276,0,0,59,2,84,0,70,0,0,40,18,50,4,4,40,2,2,83,0,83,0,50,76,76,0,0,34,50,50,0,76,2,0,0,1,0,12,5,39,0,78,1,0,0,1,1,2,40,70,50,0,50,50,0,0,0,1,30,0,12,30,89,72,72,14,14,50,34,3,0,30,1,6,50,30,16,19,40,19,19,76,19,157,50,19,50,19,19,0,50,30,30,50,73,50,73,50,34,0,0,0,0,0
5,5,5,1,5,5,3,3,60,Hayden,Hagler,1,5,5,85,0,0,0,0,0,0,0,30,77,0,50,4466,3277,46,3277,0,0,77,0,34,0,56,0,0,67,32,59,3,3,69,2,2,77,0,85,1,58,62,64,0,0,33,70,77,0,64,0,0,0,0,0,0,5,0,0,87,2,0,0,1,1,2,60,72,75,0,65,78,0,0,0,0,30,0,0,69,76,67,67,11,11,54,28,2,0,64,1,4,60,50,11,7,67,7,7,76,7,62,58,7,80,7,7,0,65,50,50,61,70,56,70,67,27,0,0,0,0,0
5,5,5,2,5,5,3,3,40,Devin,Miller,1,5,5,85,0,0,0,0,0,0,0,30,85,0,50,7448,3278,46,3278,0,0,79,2,156,0,68,0,0,75,64,69,3,3,77,2,2,85,0,83,1,70,60,62,0,0,21,72,72,0,62,1,0,0,0,0,4,5,0,0,83,2,0,0,1,1,1,40,90,80,0,70,74,0,0,0,0,30,0,4,77,74,71,71,0,0,68,66,3,0,75,3,4,69,50,7,8,75,8,8,75,8,64,75,8,78,8,8,0,69,50,50,75,75,72,75,75,63,0,1,0,0,0
7,7,7,0,8,7,0,0,76,Grant,Wells,1,7,7,94,0,0,0,0,0,0,0,30,94,0,52,12036,3279,46,3279,0,0,83,2,1,0,55,0,1,53,45,53,3,3,55,1,1,94,0,86,0,51,49,59,0,1,0,69,64,0,59,2,0,0,0,0,7,5,0,0,8,2,0,0,1,1,1,87,68,83,0,69,69,0,0,0,0,30,0,7,54,69,85,85,1,1,44,54,4,0,52,1,0,52,53,3,5,54,5,5,74,5,43,54,5,56,5,5,0,54,52,53,53,84,52,84,64,54,0,1,0,0,0
7,7,7,0,5,8,3,3,40,Rasheen,Ali,1,8,7,93,0,0,0,0,0,0,0,30,87,0,40,8824,3280,46,3280,0,0,85,2,160,0,30,0,0,65,27,50,3,3,67,1,1,87,0,89,1,50,57,55,0,0,17,75,80,0,57,0,0,0,0,0,0,5,0,0,22,0,0,0,1,1,2,40,76,79,0,84,78,0,0,0,0,30,0,0,65,69,84,84,11,11,40,54,3,1,65,2,1,79,40,7,5,65,5,5,72,5,41,50,5,79,5,5,0,82,40,40,50,80,50,81,82,54,0,1,0,0,0
6,7,7,1,6,7,3,3,40,Corey,Gammage,1,7,7,92,0,0,0,0,0,0,0,30,92,0,50,2210,3281,46,3281,0,0,84,2,176,0,54,0,1,77,26,55,3,3,78,1,1,92,0,85,1,70,58,66,0,0,17,66,73,0,66,0,0,0,0,0,0,5,0,0,7,0,0,0,1,1,2,40,74,78,0,70,72,0,0,0,0,30,0,0,78,67,82,82,16,16,40,57,3,0,75,1,3,62,50,3,7,77,7,7,76,7,60,59,7,81,7,7,0,72,50,50,60,82,62,82,82,57,0,1,0,0,0
8,8,8,0,7,8,0,0,68,Cam,Fancher,1,8,8,94,0,0,0,0,0,0,0,30,89,0,66,8832,3282,46,3282,0,0,76,0,125,0,51,0,1,60,44,68,3,3,60,1,1,89,2,80,1,60,39,49,0,1,33,59,59,0,49,0,0,0,0,0,1,5,0,0,14,2,0,0,1,1,2,78,84,79,0,66,59,0,0,0,0,30,0,7,65,60,67,67,0,0,41,55,2,0,66,3,0,77,50,2,4,60,4,4,73,4,35,60,4,78,4,4,0,69,50,50,60,79,60,79,79,55,0,1,0,0,0
7,7,7,1,6,7,3,3,60,Caleb,McMillan,1,7,7,92,0,0,0,0,0,0,0,30,89,0,50,2182,3283,46,3283,0,0,87,2,218,0,27,0,0,63,19,60,3,3,64,1,1,89,36,82,1,65,41,51,0,0,21,64,64,0,51,0,0,0,0,0,0,5,0,0,3,1,0,0,1,1,2,60,84,80,0,69,72,0,0,0,0,30,0,0,64,64,70,70,16,16,40,53,6,0,63,1,3,60,76,6,6,63,6,6,75,6,55,60,6,87,6,6,0,69,76,78,60,79,60,79,89,53,0,1,0,0,0
5,5,5,1,5,5,3,3,40,Eli,Neal,1,5,5,78,0,0,0,0,0,0,0,30,87,0,77,10594,3284,46,3284,0,0,80,0,161,0,68,0,1,52,23,71,3,3,62,1,1,87,0,84,1,77,50,50,0,0,21,50,50,0,50,0,0,0,0,0,0,5,4,0,24,0,0,0,1,1,1,40,84,75,0,50,57,0,0,0,0,30,0,0,50,71,77,77,16,16,35,54,3,1,50,2,14,82,71,7,7,52,7,7,74,7,63,79,7,80,7,7,0,50,71,71,79,77,71,77,67,54,0,0,0,0,0
8,9,9,1,5,9,0,0,75,Luke,Zban,1,9,9,94,0,0,0,0,0,0,0,30,75,0,40,12071,3285,46,3285,0,0,70,2,95,0,46,0,1,50,32,40,3,3,50,1,1,75,0,90,0,50,40,40,0,1,33,62,62,0,40,0,0,0,0,0,1,5,106,0,17,2,0,0,1,1,2,76,80,71,0,65,72,0,0,0,0,30,0,1,50,62,70,70,1,1,36,55,3,0,50,1,0,69,30,7,5,50,5,5,74,5,40,50,5,50,5,5,0,67,30,30,40,75,40,75,75,55,0,1,0,0,0
8,8,8,1,8,8,3,3,40,Jack,Stakem,1,8,8,92,0,0,0,0,0,0,0,30,87,0,50,12097,3286,46,3286,0,0,80,0,99,0,47,0,1,63,42,59,3,3,65,1,1,87,2,83,1,65,41,51,0,0,33,60,60,0,51,0,0,0,0,0,10,5,0,0,30,0,0,0,1,1,2,40,78,78,0,65,69,0,0,0,0,30,0,10,65,60,67,67,1,1,43,54,4,0,64,1,3,62,59,3,1,63,1,1,71,1,15,65,1,85,1,1,0,69,57,61,60,79,61,79,79,54,0,0,0,0,0
8,8,8,1,8,8,3,3,40,Talik,Keaton,1,8,8,92,0,0,0,0,0,0,0,30,92,0,40,2092,3287,46,3287,0,0,86,2,113,0,53,0,0,66,20,50,3,3,68,1,1,92,4,84,1,50,42,52,0,0,33,62,62,0,52,0,0,0,0,0,2,5,106,0,9,1,0,0,1,1,2,40,82,78,0,63,63,0,0,0,0,30,0,2,68,62,74,74,0,0,40,54,4,0,68,3,3,76,40,3,3,66,3,3,73,3,24,50,3,93,3,3,0,72,40,40,50,82,50,82,82,54,0,1,0,0,0
8,8,8,0,8,8,3,3,40,Charles,Montgomery,1,8,8,92,0,0,0,0,0,0,0,30,86,0,40,2089,3288,46,3288,0,0,77,0,193,0,40,0,0,75,40,50,4,4,77,1,1,86,0,79,1,50,58,60,0,0,21,58,70,0,60,0,0,0,0,0,0,5,0,0,10,0,0,0,1,1,2,40,40,59,0,70,56,0,1,0,0,30,0,0,77,56,74,74,0,0,40,40,4,0,77,0,3,75,40,5,2,75,2,2,71,2,19,50,2,88,2,2,0,65,40,40,50,76,50,76,70,40,0,0,0,0,0
7,7,7,0,7,7,4,4,50,Rex,Fleming,0,7,7,90,0,0,0,0,0,0,0,50,90,0,69,4937,3290,47,3290,0,0,88,2,119,0,48,0,0,50,76,69,5,5,50,2,2,90,10,81,1,73,51,46,0,0,17,50,50,0,45,0,0,0,0,0,0,5,0,0,41,2,0,0,1,1,2,50,82,72,0,50,50,0,0,0,0,50,0,0,50,60,68,68,0,0,74,77,3,0,73,5,16,68,75,4,4,50,4,4,71,4,35,70,4,50,4,4,0,50,74,75,50,50,50,50,50,78,0,0,0,0,0
3,7,7,2,7,7,4,4,49,Mosiah,Nasili-Kite,0,7,7,70,0,0,0,0,0,0,0,50,77,0,73,11786,3291,47,3291,0,0,70,2,172,0,51,0,0,50,75,72,5,5,50,2,2,77,11,80,0,71,50,50,0,0,0,50,50,0,50,2,0,0,0,0,0,5,37,0,34,0,0,0,1,1,1,50,74,52,0,50,50,0,0,0,0,50,0,0,50,84,76,76,0,0,81,76,4,0,50,3,12,74,50,14,18,50,18,18,74,18,150,72,18,50,18,18,0,50,50,50,71,50,71,50,50,75,0,0,0,0,0
1,7,7,1,1,7,4,4,50,Gereme,Spraggins,0,7,7,83,0,0,0,0,0,0,0,40,80,0,75,4881,3292,47,3292,0,0,83,2,142,0,38,0,0,50,15,75,5,5,50,1,1,80,4,87,1,76,40,41,0,0,0,50,50,0,40,0,0,0,0,0,0,5,4,0,21,1,0,0,1,1,1,50,84,67,0,50,50,0,0,0,0,39,0,0,50,74,74,74,0,0,50,15,5,0,47,5,15,75,64,16,11,50,11,11,75,11,90,73,11,50,11,11,0,50,66,65,63,50,61,50,50,25,0,0,0,0,0
5,5,5,3,5,5,4,4,39,Fa'Najae,Gotay,0,5,5,83,0,0,0,0,0,0,0,39,79,0,78,2155,3293,47,3293,0,0,87,0,191,0,41,0,0,50,25,75,5,5,61,1,1,79,0,84,1,82,39,24,0,0,5,42,39,0,35,0,0,0,0,0,11,5,0,0,23,0,0,0,1,1,1,41,80,81,0,45,42,0,0,0,0,39,0,11,54,70,78,78,16,16,39,25,4,0,54,1,15,76,71,7,7,51,7,7,72,7,60,79,7,63,7,7,0,46,72,71,49,49,56,48,45,29,0,0,0,0,0
5,5,5,0,5,5,4,4,56,Branden,Jennings,0,5,5,83,0,0,0,0,0,0,0,40,86,0,79,2146,3294,47,3294,0,0,80,0,176,0,77,0,0,59,37,76,5,5,52,1,1,86,7,85,1,81,44,40,0,0,5,45,48,0,25,0,0,0,0,0,0,5,0,0,44,0,0,0,1,1,1,56,82,70,0,49,44,0,0,0,0,40,0,0,57,72,78,78,0,0,40,47,4,2,65,1,15,78,69,7,9,58,9,9,75,9,75,75,9,43,9,9,0,49,67,67,71,57,67,49,54,50,0,0,0,0,0
1,7,7,1,1,7,4,4,40,Mason,Lunsford,0,7,7,70,0,0,0,0,0,0,0,40,73,0,45,4881,3295,47,3295,0,0,53,2,23,0,55,0,0,39,80,34,5,5,41,2,2,73,6,57,0,52,81,81,0,0,34,24,35,0,80,0,0,0,1,0,11,5,0,0,78,1,0,0,2,2,1,40,74,52,0,40,21,0,0,0,1,40,0,12,35,83,75,75,0,0,86,87,3,0,21,3,6,29,24,16,18,17,18,18,79,18,145,53,18,59,18,18,0,24,35,35,31,22,40,21,18,87,0,0,0,0,0
6,6,6,1,6,6,4,4,37,Nick,Cross,0,6,6,86,0,0,0,0,0,0,0,38,93,0,89,4885,3296,47,3296,0,0,90,2,178,0,69,0,0,54,33,66,5,5,64,2,2,93,7,85,1,76,53,51,0,0,17,38,58,0,37,0,0,0,0,0,11,5,0,0,3,1,0,0,1,1,1,38,80,88,0,57,32,0,0,0,0,38,0,11,58,75,90,90,5,5,20,20,5,0,85,1,18,80,94,6,6,61,6,6,73,6,55,70,6,41,6,6,0,55,91,92,60,56,61,58,57,20,0,0,0,0,0
5,5,5,0,5,5,4,4,41,Taizse,Johnson,0,5,5,70,0,0,0,0,0,0,0,40,83,0,73,4911,3297,47,3297,0,0,53,0,162,0,35,0,1,43,62,71,5,5,47,1,1,83,7,75,1,72,40,57,0,0,5,45,47,0,49,4,0,0,0,0,0,5,0,0,40,0,0,0,1,1,1,43,89,68,0,72,46,0,0,0,0,40,0,0,15,84,74,74,0,0,40,61,3,0,58,3,12,73,57,12,18,48,18,18,73,18,150,69,18,49,18,18,0,48,57,58,70,46,70,49,47,62,0,0,0,0,0
1,7,7,2,1,7,4,4,50,Jaelyn,Duncan,0,7,7,70,0,0,0,0,0,0,0,50,70,0,41,4890,3298,47,3298,0,0,62,2,177,0,61,0,0,50,81,41,5,5,50,2,2,70,4,59,0,45,86,85,0,0,5,50,53,0,84,0,0,0,1,0,2,5,106,0,71,1,0,0,1,1,2,50,84,50,0,50,50,0,0,0,1,51,0,2,50,87,82,82,0,0,82,81,3,0,53,1,5,45,51,16,20,50,20,20,78,20,160,51,20,50,20,20,0,50,51,51,46,50,41,50,50,81,0,0,0,0,0
2,8,8,0,8,8,4,4,40,Khristopher,Love,0,8,8,70,0,0,0,0,0,0,0,39,82,0,36,2225,3299,47,3299,0,0,53,2,162,0,77,0,0,35,80,22,5,5,39,2,2,82,0,58,0,39,75,75,0,0,34,22,24,0,73,0,0,0,1,0,0,5,0,0,60,1,0,0,2,2,1,39,78,72,0,40,26,0,0,0,1,39,0,0,34,86,68,68,0,0,72,67,5,0,25,5,6,34,20,15,19,15,19,19,75,19,155,41,19,50,19,19,0,27,33,34,23,28,29,28,29,68,0,0,0,0,0
5,5,5,0,5,5,4,4,41,C.J.,Dippre,0,5,5,85,0,0,0,0,0,0,0,40,81,0,29,9578,3300,47,3300,0,0,72,0,19,0,47,0,1,63,24,36,5,5,63,1,1,82,30,85,1,38,76,77,0,0,17,44,52,0,76,2,0,0,0,0,0,5,0,0,18,1,0,0,1,1,1,40,84,72,0,66,47,0,0,0,0,40,0,0,68,78,70,70,0,0,64,31,3,0,36,3,4,29,37,9,12,62,12,12,77,12,100,35,12,35,12,12,0,38,33,35,39,44,38,45,51,32,0,0,0,0,0
8,8,8,0,3,8,4,4,37,Corey,Coley Jr.,0,8,8,90,0,0,0,0,0,0,0,17,88,0,76,2049,3301,47,3301,0,0,89,0,142,0,55,0,0,46,44,74,5,5,40,2,2,88,47,80,1,71,37,45,0,0,15,44,48,0,43,0,0,0,0,0,0,5,0,0,6,2,0,0,1,1,1,40,78,86,0,40,43,0,0,0,0,31,0,0,35,56,70,70,0,0,50,47,3,2,56,5,16,75,75,2,2,39,2,2,74,2,20,59,2,55,2,2,0,39,77,75,51,41,49,50,51,44,0,1,0,0,0
8,8,8,3,8,8,4,4,49,Greg,Rose,0,8,8,70,0,0,0,0,0,0,0,50,85,0,70,4885,3302,47,3302,0,0,79,0,166,0,79,0,1,54,75,69,5,5,55,2,2,85,2,78,1,75,50,50,0,0,17,50,50,0,50,0,0,0,0,0,0,5,0,0,46,0,0,0,1,1,1,50,76,72,0,50,50,0,0,0,0,50,0,0,50,84,77,77,17,17,72,78,3,2,50,2,12,70,62,3,16,52,16,16,74,16,135,71,16,50,16,16,0,50,64,64,71,50,69,50,50,76,0,0,0,0,0
8,8,8,0,8,8,4,4,40,Demeioun,Robinson,0,8,8,83,0,0,0,0,0,0,0,40,82,0,78,4939,3303,47,3303,0,0,78,0,172,0,40,0,0,58,44,78,5,5,60,1,1,82,7,87,1,82,40,42,0,0,17,39,45,0,41,0,0,0,0,0,0,5,0,0,4,1,0,0,1,1,2,40,84,70,0,49,39,0,0,0,0,40,0,0,59,70,78,78,0,0,48,45,5,0,57,1,13,79,70,3,11,48,11,11,76,11,90,77,11,38,11,11,0,49,68,70,75,51,71,47,48,44,0,0,0,0,0
5,5,5,1,5,5,4,4,38,Marcus,Finger,0,5,5,70,0,0,0,0,0,0,0,39,73,0,42,2160,3304,47,3304,0,0,62,2,19,0,63,0,0,45,47,44,5,5,49,1,1,73,10,58,0,35,73,74,0,0,20,48,50,0,72,0,0,17,1,0,0,5,0,0,64,1,0,0,1,1,1,39,80,61,0,48,49,0,0,0,1,39,0,0,44,86,66,66,0,0,46,46,4,0,46,2,9,40,45,9,19,46,19,19,78,19,155,42,19,43,19,19,0,51,41,43,46,48,42,50,51,46,0,0,0,0,0
5,5,5,3,5,5,4,4,44,Ami,Finau,0,5,5,70,0,0,0,0,0,0,0,38,76,0,74,10916,3305,47,3305,0,0,71,2,116,0,25,0,0,18,17,73,5,5,39,1,1,76,0,76,0,76,34,46,0,0,17,33,41,0,38,0,0,0,0,0,0,5,0,0,55,0,0,0,1,1,1,37,80,61,0,40,36,0,0,0,0,30,0,0,18,87,78,78,0,0,16,19,1,0,17,3,12,73,54,11,20,20,20,20,74,20,160,71,20,49,20,20,0,49,56,54,70,41,70,46,47,14,0,0,0,0,0
4,4,4,3,6,4,4,4,40,Lawtez,Rogers,0,4,4,79,0,0,0,0,0,0,0,40,81,0,74,4899,3306,47,3306,0,0,63,2,177,0,56,0,0,46,83,72,5,5,46,2,2,81,28,88,1,74,32,27,0,0,5,44,44,0,29,0,0,0,0,0,0,5,0,0,95,1,0,0,2,2,1,40,82,58,0,40,20,0,0,0,0,40,0,0,45,86,77,77,11,11,83,82,2,0,15,5,11,71,63,13,13,48,13,13,76,13,110,71,13,58,13,13,0,41,67,65,77,50,77,20,46,88,0,0,0,0,0
7,7,7,2,7,7,4,4,40,Deonte,Banks,0,7,7,90,0,0,0,0,0,0,0,40,94,0,76,4887,3307,47,3307,0,0,87,0,172,0,42,0,0,58,29,74,5,5,67,1,1,94,24,82,1,72,40,30,0,0,15,65,65,0,35,0,0,0,0,0,0,5,0,0,33,1,0,0,1,1,1,40,84,88,0,64,64,0,0,0,0,40,0,0,63,60,73,73,0,0,46,29,3,2,56,2,16,75,78,4,5,45,5,5,74,5,45,65,5,63,5,5,0,64,76,77,50,62,44,61,63,43,0,0,0,0,0
6,6,6,3,6,6,0,0,77,Reece,Udinski,0,6,6,94,0,0,0,0,0,0,0,39,76,0,39,9489,3308,47,3308,0,0,77,2,19,0,16,0,1,41,49,47,5,5,43,2,2,76,0,88,1,40,45,48,0,1,0,48,41,0,37,0,0,0,0,0,0,5,0,0,11,0,0,0,2,2,1,75,74,67,0,38,35,0,0,0,0,39,0,0,40,66,70,70,7,0,43,49,5,0,44,1,0,32,39,5,8,42,8,8,76,8,64,38,8,55,8,8,0,36,37,37,28,31,31,38,45,56,0,1,0,0,0
8,8,8,3,8,8,0,0,39,Joseph,Petrino,0,8,8,70,0,0,0,0,0,0,0,79,69,0,33,2305,3309,47,3309,0,0,66,0,1,0,37,0,0,39,44,42,5,5,52,2,2,69,0,62,0,43,43,39,0,0,0,44,47,0,34,0,0,0,0,0,11,5,0,0,27,0,0,0,1,1,2,40,72,73,0,59,47,0,0,0,0,94,0,11,47,50,86,86,0,0,46,46,5,0,43,1,19,36,38,3,2,45,2,2,72,2,20,41,2,15,2,2,0,50,33,37,33,55,32,50,51,45,0,0,0,0,0
8,8,8,0,8,8,4,4,40,Deajaun,McDougle,0,8,8,92,0,0,0,0,0,0,0,40,91,0,37,2102,3310,47,3310,0,0,89,2,190,0,75,0,0,63,77,42,5,5,65,2,2,91,22,79,1,40,53,53,0,0,0,49,52,0,53,0,0,0,0,0,0,5,0,0,2,1,0,0,2,2,1,42,62,75,0,66,44,0,0,0,0,38,0,0,65,62,69,69,0,0,86,86,4,0,67,1,3,37,34,3,1,64,1,1,71,1,15,40,1,54,1,1,0,53,35,35,32,48,32,50,50,86,0,0,0,0,0
1,7,7,0,1,7,4,4,40,Glendon,Miller,0,7,7,86,0,0,0,0,0,0,0,40,86,0,71,2130,3311,47,3311,0,0,86,2,119,0,51,0,0,48,34,62,5,5,47,2,2,86,4,83,1,69,22,31,0,0,0,43,50,0,43,0,0,0,0,0,0,5,0,0,38,1,0,0,1,1,1,40,80,68,0,49,36,0,0,0,0,40,0,0,44,60,68,68,0,0,49,33,4,0,44,1,18,68,71,16,4,44,4,4,75,4,35,57,4,43,4,4,0,27,70,70,62,47,63,44,51,37,0,0,0,0,0
1,7,7,1,1,7,4,4,35,Anthony,Booker Jr.,0,7,7,70,0,0,0,0,0,0,0,40,76,0,70,8713,3312,47,3312,0,0,64,2,172,0,30,0,0,50,43,71,5,5,44,2,2,76,0,76,1,72,42,43,0,0,20,24,40,0,20,0,0,0,0,0,0,5,0,0,89,0,0,0,1,1,1,40,68,59,0,46,26,0,0,0,0,40,0,0,48,90,75,75,0,0,47,47,3,0,41,1,12,71,62,16,20,40,20,20,76,20,160,70,20,47,20,20,0,33,62,61,70,30,70,20,27,46,0,0,0,0,0
